FID,LSAT_SST,Fetch,Wind,Tidal_Current,Depth,Cluster,Y1973,Y1974,Y1976,Y1977,Y1982,Y1984,Y1985,Y1986,Y1988,Y1989,Y1990,Y1991,Y1992,Y1994,Y1997,Y1998,Y1999,Y2001,Y2002,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Y2021,Zero_Years,Persistence
91,15.503,84812.967,6.226,0.313,13.57038582,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,35,1
92,15.955,84817.36,4.96,0.29,5.490589711,2,193040.4255,154393.185,90736.74479,56573.88658,21249.60694,11319.93525,175461.4708,18495.22399,9939.151472,34698.78894,183237.0249,5254.589029,21834.34313,9800.042496,97168.55521,837.912622,0,46149.94587,122542.8194,0,12896.54953,26663.35183,28519.17838,0,30801.80253,31340.93985,39200.60456,56599.35318,58049.9348,2132.456586,0,72434.33527,1623.455929,675,21383.45562,4421.366489,4,32
93,15.521,84838.786,6.074,0.29,12.11290323,2,0,14432.85156,2491.01883,0,0,0,4909.755378,0,8526.630186,266.786317,4932.01935,0,0,0,6605.495008,5077.100278,0,74.03382487,1197.699406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,10
94,14.267,80288.1,5.269,0.112,11.58333333,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.74768393,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1
95,13.852,82367.565,5.45,0.126,9.26074896,4,0,0,0,8655.292701,0,0,0,0,12034.02175,8629.696596,0,0,0,7674.041271,0,0,0,0,0,0,0,0,3337.452894,0,0,0,0,0,0,0,0,0,0,0,450.0000001,0,30,6
96,14.441,80710.217,5.202,0.1,12.9301676,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.175063637,0,0,0,0,0,0,0,0,35,1
97,14.134,85061.692,5.646,0.132,12.95058824,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848.6468011,0,0,0,0,50.23186809,0,0,0,0,50.22953831,0,0,0,0,0,0,0,0,33,3
98,14.686,89625.727,5.123,0.104,12.3037448,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848.6263212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,0,34,2
99,14.241,83310.591,5.865,0.165,12.68578879,4,3592.372788,0,0,0,0,0,0,0,0,3538.755292,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,28.7053307,0,0,0,0,0,0,0,0,32,4
100,14.519,80258,6.588,0.309,17.28142589,3,0,0,0,0,0,0,0,0,0,0,0,0,0,324.1995834,0,0,0,0,0,0,0,0,0,0,0,0,875.0000001,0,0,0,0,0,0,0,0,0,34,2
101,14.874,82784.7,5.03,0.121,1.494100295,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13391.30753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1
102,14.408,80258,6.5,0.307,19.05391304,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494.3490437,0,0,0,0,0,0,0,0,0,35,1
103,14.229,80252,6.008,0.208,16.51302083,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.35509099,0,0,0,0,0,0,0,0,35,1
104,14.08,80247.111,6.125,0.256,18.856974,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.71260218,0,0,0,0,0,0,0,0,35,1
105,14.303,80258,6.577,0.315,9.143603133,3,1558.96613,0,6338.65555,0,2059.814752,0,35682.16784,4113.633521,0,18698.0577,46739.33499,15086.88335,0,7341.708786,6055.962348,0,0,0,0,3489.905165,13952.69913,0,0,0,0,24549.61023,41581.94316,4238.665068,0,1444.898694,998.9999999,495.0302087,1170,8021.231543,0,1174.878103,15,21
106,14.841,80564.25,4.917,0.143,1.447103275,4,0,662.02335,0,0,1276.195219,0,0,1820.383631,939.2763642,0,0,0,0,980.5183355,0,0,0,4332.559833,2334.803397,171.7647667,3792.223079,619.7226691,9347.500766,4306.817636,18.92135255,1880.818155,739.3707166,2160.621283,5882.603842,3560.035649,1453.947762,5929.947132,963.9654273,9416.120689,402.1840399,1488.153053,12,24
107,14.715,80579.875,4.717,0.168,0.936,4,14511.22032,14100.29473,7181.916654,0,11375.05313,0,18812.87743,0,15358.66056,0,0,0,0,0,1697.265824,0,0,3541.746805,20769.25596,42243.26165,4354.313531,127.25,3038.836828,5114.762605,0,28238.46921,17687.78483,11217.25892,3501.72709,0,4986,17363.35711,25491.84125,39790.83981,16552.03851,7893,12,24
108,14.795,80601.125,4.82,0.189,0,4,60736.46782,43276.4141,42092.46405,23757.51157,11429.3211,64177.43001,107477.417,10259.3496,25620.49986,44075.29357,37866.85015,0,3269.28428,37667.72085,30393.28104,5365.257939,89516.40007,21330.68673,67998.08822,36414.42711,93580.49799,11293.52741,70921.50495,50804.40035,31348.78233,97634.50083,78987.83962,47628.20245,83626.26791,656.2670635,79597.78301,93086.87434,90685.93784,69605.55577,85982.85599,102340.4143,1,35
109,14.211,80258,6.552,0.327,13.5167336,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269.4662904,0,0,0,0,0,0,0,0,0,0,35,1
110,14.346,81987.04,6.4,0.316,12.55568862,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6738.640567,0,0,0,0,0,0,0,0,0,35,1
111,14.394,80617.96,5.356,0.21,5.398496241,3,59230.99847,51518.85168,39074.33437,31868.93348,4837.816032,50966.15371,116022.0102,40202.70377,124352.1975,181835.1767,91738.01577,40570.95543,0,117787.4082,106811.6234,809.9036873,102884.6584,75928.23295,107116.4084,82860.18931,51516.34223,6608.745134,88989.65998,46014.31861,62618.98525,75477.60023,74059.33971,47167.00032,42254.5909,13266.73674,25546.52429,44609.8723,18703.34571,27063.39208,45338.84219,43576.53621,1,35
112,14.179,80630.774,6.279,0.317,12.21442886,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10909.20691,0,0,0,0,0,0,0,0,0,35,1
113,14.118,80637.692,5.568,0.248,9.489570552,3,7184.756835,0,0,0,0,0,18945.66946,31562.67379,0,7883.581542,24291.75337,38642.73774,3947.76559,0,0,0,0,2537.317773,0,0,0,0,0,0,0,479.4242719,1775,146.9499702,0,745.6636057,0,0,0,0,0,0,24,12
114,14.166,80684.478,6.411,0.321,17.88768606,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,35,1
115,14.017,80660.273,5.858,0.294,10.73065903,3,3660.488808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818.0006528,0,0,0,0,0,0,0,0,4725.495738,0,0,0,0,0,0,0,0,0,33,3
116,13.884,80674.636,6.253,0.315,18.16231087,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989.832125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1679.092141,0,0,0,0,0,0,34,2
117,16.403,82948,5.886,0.248,4.56006006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848.6441337,0,0,0,0,0,0,0,0,425,0,0,0,0,0,0,0,0,0,34,2
118,16.37,84679.174,6.155,0.27,4.608579088,1,41869.56182,3087.30018,26898.0165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3
119,16.276,84680,6.299,0.283,2.68442623,1,88953.9808,78986.01863,76795.35436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2636.69098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,4
120,16.407,84679.095,6.047,0.271,2.428378378,1,8697.39336,495.5211294,1689.887764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3
121,15.694,92205,6.294,0.331,9.129943503,2,54015.7047,41117.6423,47301.65182,29455.25782,25802.5476,0,28212.96065,2263.209662,14310.00841,0,45336.28343,0,16591.75129,7046.414021,27205.13218,0,3125.596537,26070.53698,36329.79451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7486.279329,0,20,16
122,15.724,87412,6.426,0.333,14.18891688,2,0,0,0,6160.001418,0,0,0,0,0,0,0,0,0,0,2147.679739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2
123,15.619,84766.316,6.37,0.345,11.44338118,2,24232.59324,30.37087057,2741.687845,1689.275963,0,0,136.2267856,0,4396.765583,0,38448.12743,0,0,0,2022.280289,0,0,5851.266535,10040.51758,0,0,0,0,0,0,0,274.7707792,0,0,0,0,0,0,0,0,0,25,11
124,14.552,81017.15,5.434,0.138,4.747269891,4,7221.99489,9777.213432,33259.97418,13450.1384,69130.71806,120341.6679,149057.0409,32942.51864,93610.61479,146123.5972,155097.4822,37531.94098,15270.17825,118106.7168,121828.2592,0,50688.77012,0,49134.48535,48688.08105,100475.6384,0,2899.427088,17429.24287,0,62518.28305,62098.94879,49141.94269,31759.21989,6853.847148,11095.35446,55033.14279,75869.94222,114444.8018,48124.69448,76454.10201,4,32
125,14.589,80467.071,5.313,0.132,3.705636743,4,16622.09414,11964.38587,4205.318617,133.6683143,9918.781366,8206.825134,6681.723926,851.5638165,10724.38334,10463.62888,15625.80242,827.6706806,4135.177115,2454.759381,6333.203755,0,11783.74486,9591.499627,5237.828692,10982.20474,14306.99507,0,8232.60337,4307.811749,4022.675503,12004.40268,5039.5022,7131.006042,13435.06174,7945.813623,15457.71975,10270.51694,9907.710759,13170.61886,9441.604551,15165.51122,2,34
126,14.55,84346.48,5.579,0.158,4.723076923,4,119399.7502,177392.9398,90081.36209,19176.48783,63590.70966,216611.6536,235612.9917,98264.01376,226397.6948,304278.1862,295045.8203,3545.038863,16779.94632,290327.1257,265244.2229,0,267251.8638,51124.8725,145798.452,237327.7063,290194.4025,8350.692848,69491.79791,52223.99629,78397.23574,265138.9957,146774.2009,76396.41104,132533.5589,5220.342767,18546.13052,167475.5207,250757.787,267769.1007,153883.7191,285466.8611,1,35
127,14.726,80567.583,5.351,0.152,3.030729834,4,212198.7469,258323.1383,120553.5187,16252.87954,25013.68852,105688.5492,199587.4649,7846.570031,103088.1084,163795.6539,101249.6759,6030.520352,24118.91323,108690.1445,62588.76425,0,110950.3978,214639.0367,136822.7614,186536.7375,205113.8378,23251.5917,267350.1362,148105.293,87232.54494,255729.7804,144171.3188,146573.3482,186740.0492,83578.45908,139404.6815,168832.1227,224371.8103,264016.6632,197029.0841,216493.9001,1,35
128,14.343,81348.167,5.77,0.169,4.676431425,4,34178.19746,9973.982721,12269.29124,0,271.2088958,6204.172744,64867.13275,22499.78311,92142.81859,123020.6751,119195.0797,22440.52387,62493.81023,113832.4087,115919.7383,0,43987.8467,57321.49086,105538.316,134347.0092,158668.0625,11603.97209,79684.44279,5076.709664,60160.35508,132332.7582,95596.55784,59093.14733,40405.53511,2570.407608,315,109482.0406,103743.1834,132649.7877,161154.8267,134003.1713,2,34
129,14.318,80599.636,5.449,0.168,3.733333333,4,31358.42306,24149.81362,21150.04776,1609.066644,8595.373417,143.9571492,14270.47588,0,0,20.24078294,524.8940159,0,1302.007659,16940.06229,455.0836251,0,0,7194.750666,5583.298791,2253.313619,62.14518717,6570.118948,40928.55407,448.042951,8248.951199,62162.54103,30222.87792,13950.00872,1613.785218,8101.925457,0,9169.073622,73392.97445,101087.9177,102387.7769,55784.61192,6,30
130,13.957,80606.8,5.666,0.178,5.412738854,3,7184.688935,6234.058021,0,0,0,0,0,0,0,0,4593.322086,5781.205888,0,0,11583.86902,0,0,835.6626198,0,4364.304251,0,996.4312453,238.2650028,0,825,44812.1957,50503.10437,4402.31854,13623.1826,7459.639605,0,7207.860519,13753.49639,86044.48858,24004.46323,0,17,19
131,13.95,80609.579,5.838,0.19,6.51993865,3,7222.113044,10779.54713,0,920.4808874,0,0,8964.685769,0,2636.476964,0,73032.83378,104023.3391,0,0,10153.11875,0,507.5683079,0,0,0,0,100.3935956,93.31801365,0,225.9162329,7855.894556,20231.10541,9123.359909,0,0,0,0,76.31511725,1902.469674,1310.253743,0,18,18
132,13.957,80619.4,5.875,0.227,11.1255144,3,1.878540899,0,0,7184.988645,0,0,0,0,0,0,32653.88458,49567.99424,6221.683148,0,10091.59637,0,0,0,0,0,0,0,0,0,0,0,2772.504151,0,0,0,0,0,0,0,0,0,29,7
133,13.943,80635.091,5.951,0.282,13.27272727,3,3592.395322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1
134,13.982,80644.444,6.023,0.297,11.88529412,3,0,0,0,0,0,288.9248166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1
135,15.712,86353.278,3.587,0.025,-0.02584493,4,4185.589511,17997.31119,0,17930.85518,23486.54481,9220.486098,0,0,7155.686413,0,0,0,0,0,0,5346.49766,0,0,0,0,592.9398188,38.42436188,6075.232998,1238.157655,0,0,0,0,0,0,0,0,0,0,0,0,25,11
136,15.306,85847.886,3.96,0.027,4.955980861,4,12761.10019,0,0,0,7341.83791,3163.597534,0,0,3525.60688,0,0,0,0,0,0,0,0,0,0,0,592.9398186,2455.342396,7701.82527,0,2087.574274,0,0,0,0,0,0,0,0,0,0,4277.872172,27,9
137,15.287,85353.565,4.329,0.024,10.45558087,4,13240.28721,0,0,18023.01954,11231.22244,17893.055,0,0,0,4333.205367,0,0,0,0,1728.793398,0,0,0,0,0,0,0,37589.70199,130.2999235,3825,2225,0,0,0,3418.888533,0,0,0,0,0,0,25,11
138,15.178,87246.383,4.234,0.03,9.333333333,4,44735.57967,40839.70065,36871.31175,12730.85843,17841.53872,44870.26449,71214.08448,23522.35965,41232.68127,61530.74814,64379.61488,26552.61252,18970.50155,61300.39487,40441.85775,-575.4295423,65572.61985,22181.12888,50711.28978,63932.0829,51686.70253,1283.96225,29530.49587,23532.11003,23075.75267,53518.69099,32980.5881,23143.99766,45424.88835,465.616512,2603.006233,6136.16345,1089,0,0,0,3,33
139,15.215,85294.167,3.174,0.036,4.773284314,4,44474.86566,40533.0167,36569.27184,12407.62056,17776.63494,44891.36289,71239.95087,23553.03196,41208.75991,61543.45944,64392.3475,26512.38104,18853.79328,61354.42071,40311.224,-713.4618811,65670.80669,21910.29786,50574.95693,64023.36535,51641.44522,1164.655123,29509.0738,23382.40854,23055.16585,53350.92399,32985.10406,23131.25366,45464.82917,0,1575,2709.84992,0,0,0,1305,4,32
140,15.193,85277.815,3.457,0.038,11.06090134,4,44214.15165,40226.33275,36267.23194,12084.38269,17711.73116,44912.46129,71265.81726,23583.70426,41184.83855,61556.17074,64405.08013,26472.14955,18737.085,61408.44656,40180.59025,-851.4942198,65768.99353,21639.46684,50438.62408,64114.6478,51596.18791,1045.347997,29487.65174,23232.70705,23034.57902,53183.15698,32989.62002,23118.50967,45504.76999,0,5940,18611.46712,13140,0,23202,14368.75508,2,34
141,14.821,85242.828,4.376,0.043,7.145299145,4,10606.39163,5809.174758,1604.306568,4402.15281,0,2170.048304,0,20893.82309,23409.824,3485.022162,6385.017998,0,611.7868084,0,2635.60699,3574.688445,0,0,0,0,11058.39909,33182.46421,73014.65834,0,14011.83667,15388.80915,0,13772.0673,37665.30151,139.7133782,2367,13892.99162,11018.27834,3892.850427,19411.34716,9424.421223,10,26
142,15.622,84664.629,5.62,0.276,8.175487465,2,47926.28553,51539.42679,11100.13795,6473.213808,3574.932922,19074.8043,46065.16758,3573.806924,635.3971754,22667.49368,71214.24741,0,28842.75703,0,19247.75766,278.5088975,0,17273.24068,31043.19613,4751.487464,10378.23915,20126.74354,10719.474,14787.96462,20404.22757,21646.17074,32210.94856,27652.27356,28599.67924,10962.36772,11489.85852,39291.93729,9063,15813,27837.97343,14272.28196,3,33
143,#N/A,88855.5,4.455,0.065,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.61774535,972.1026679,0,0,422.7342086,374.9274654,91.15842438,0,0,0,397.1646499,0,416.0958631,101.0792355,1135.643536,27,9
144,14.729,85672.625,4.379,0.05,1.742771685,4,78682.83093,91344.75189,55954.63922,49836.18434,3575.615262,46653.32878,0,23183.86943,64605.60062,10640.57819,81543.92029,0,55125.13048,32919.69848,12475.63901,0,8023.330945,0,0,30837.80773,8304.367989,12653.04002,31683.03181,14138.12958,31227.97004,62821.2193,4250,52954.6545,71729.09982,5598.987825,0,30349.10262,26857.33526,15349.14957,52957.65283,65939.40177,6,30
145,15.646,84871.394,5.681,0.268,8.364452424,2,96818.54333,122916.4282,68193.20488,15105.56531,10728.21046,70635.03606,122056.0899,80029.03301,94696.8089,103362.7815,147392.7072,0,116877.8931,45738.80747,114716.9386,0,0,114700.2891,120963.468,2370.827406,34844.997,65776.64216,43252.32749,69327.87837,58607.51907,68850.35023,80075.79808,77185.16306,68090.93889,24269.5299,7076.646929,89814.74499,14135.6703,7526.539588,21231.26005,35082,3,33
146,14.499,83662.86,4.622,0.052,5.593704246,4,15465.39429,0,0,7184.914428,7149.865844,6172.103473,0,0,74.60881758,0,173.6396626,0,0,2898.965116,3200.602601,6238.47235,1798.543157,3604.472266,8943.09756,37766.48211,11627.43494,8336.904398,68031.67779,5584.978659,11214.63109,21607.91267,7775,14466.34359,44762.28333,7415.790335,27194.42597,16752.08111,18986.85928,4607.621155,15065.56452,40400.14814,7,29
147,14.562,85187.438,4.274,0.072,6.747185261,4,7221.756872,0,15682.19069,0,10760.8493,7939.808656,8874.319809,7178.49316,11557.94397,29358.29359,13400.49661,4458.316189,15279.4944,0,3148.539084,8688.194328,1697.265824,8778.467887,25895.99961,0,9491.230408,13390.30193,27868.33105,3125.024151,1950,22457.84583,12655.17167,9626.67393,29105.13581,14801.56789,11586.74417,16855.92388,13317.26438,5029.3097,8408.522528,41250.05905,4,32
148,14.536,85165.714,4.064,0.077,9.489971347,4,6956.758541,7177.29079,0,7181.162093,8501.681023,39462.29703,11075.48699,0,2771.247349,22518.66709,2761.126571,1728.778872,640.9086688,0,3590.577458,4537.461113,4468.976911,12638.0341,6779.575632,7475.846341,7415.22997,5873.489348,23233.43982,33457.57283,2750,19466.90787,3569.779639,22502.7851,27396.07976,1194.226351,30630.64795,6688.243547,14215.60785,6423.477423,10703.82752,16772.54391,3,33
149,14.407,82419.273,4.611,0.063,5.591783217,4,3592.17162,0,20119.23537,10783.66453,0,0,5274.456716,6186.774456,2636.784458,8063.387788,4459.908341,0,12494.67757,0,6236.310702,0,4462.12843,16795.6549,14050.14372,25995.58151,20109.93717,15448.42593,36678.10466,10757.68699,7535.368976,18465.14314,7675.121172,7221.902072,22135.44874,13381.09753,9345.574103,12252.05802,15294.14071,8453.495713,9547.356326,26676.24,6,30
150,15.73,86207.25,5.157,0.259,6.975473802,2,10838.84558,22186.24833,14548.06551,8772.603387,0,27993.48959,29612.32571,10663.79277,15256.71966,15260.46337,31596.4818,4389.48897,10743.59314,30644.92832,18782.69036,0,7145.453567,21569.88289,19740.85548,12475.27766,23826.31789,24672.07119,28048.24653,21065.48578,26880.15309,30503.47903,34205.15309,35285.83866,28181.27887,11364.30034,7299.494549,32373.70066,20290.4116,9589.918532,2985.224646,4048.458122,2,34
151,15.168,85089,3.862,0.106,0,4,2499.942814,1462.611309,0,138.8097054,0,0,0,2789.227215,5867.684938,0,0,0,0,0,0,0,0,0,0,0,0,993.4551472,2364.370925,0,0,7.050333782,0,301.619702,0,55.55890937,0,0,0,0,583.8754988,680.7642833,24,12
152,16.039,84907.529,4.823,0.256,2.964224872,2,0,0,0,7180.178107,14301.09637,23578.4483,8898.547475,0,0,0,0,0,0,0,15655.67952,0,2608.509429,12566.39843,3493.828738,15867.68295,17114.55758,18166.87152,5022.398194,16608.21997,23280.14691,25193.7843,20955.82786,22858.58178,18763.81594,9270.041419,10477.02859,9137.213978,5629.4018,13520.38071,5148,12627,11,25
153,14.669,85148.167,4.351,0.079,4.840554593,4,54488.43834,25188.11049,52426.80009,21566.87021,27430.37686,72566.0994,110807.1444,37928.2779,75219.00913,28179.28508,58449.98183,4364.574493,48723.87667,18155.39636,58498.56033,0,42972.39267,38968.84453,59810.94693,16225.74272,47897.6898,20712.25015,63949.2155,36444.99376,42428.8901,73157.68292,14828.25054,69370.05297,86068.5676,24832.8733,55050.27098,51877.97721,42948.39141,14472,25605.86676,36804.6723,1,35
154,15.517,83821.947,6.078,0.293,12.09515997,2,14369.76994,0,16362.22106,1987.90086,12466.13167,50734.44798,12231.66461,7102.404985,17886.53526,12441.08542,21488.49396,0,2576.990043,848.6329118,40750.80583,3918.924994,9726.33033,22780.04325,12856.31788,9722.977686,18570.30982,20031.66303,18197.72171,9816.293558,16094.85309,35595.18399,9907.538114,24437.84289,18187.82816,4874.6288,6082.03492,2308.909394,1910.274385,8084.24989,2684.077266,5040.446305,2,34
155,14.526,83680.28,4.598,0.1,4.774273346,4,36185.30167,56394.10414,87890.94212,25197.18706,7152.595203,82654.78349,104825.5449,68758.75127,104847.3088,29623.22707,63096.81613,38453.3342,52522.73764,86897.35727,104678.1983,0,47575.24925,51291.0337,103447.883,13008.90592,97834.42189,41939.01874,77917.32558,32606.68618,39371.1099,91477.64977,36704.51532,84436.30937,108369.3363,45733.20121,66349.60507,64644.39961,42952.19927,28149.67722,35875.35178,89200.54809,1,35
156,14.425,87789.371,4.074,0.117,6.857754927,4,18030.66809,22729.48789,35957.9811,3575.638867,14358.50252,10713.59629,70877.43675,1697.265824,39306.88484,15317.92087,459.7227362,22270.88418,1353.899813,26024.95617,8404.590606,0,1697.265824,42000.16973,23710.71408,0,19693.17736,32067.44029,62984.85402,19546.93407,1091.148267,22381.59557,15842.23414,22942.35594,41553.57601,6712.29475,137.7318114,4738.818673,12457.50714,10870.75513,3631.345277,33586.96549,2,34
157,14.266,86877.677,4.504,0.104,6.70177268,4,8277.08119,52474.02448,3216.890199,7041.669651,16296.20661,848.6479197,21568.79714,12989.91038,33534.89226,16824.72399,6769.492073,15104.48111,0,9028.209644,14203.49563,0,1759.876517,14034.8064,8548.42466,6040.716953,6822.537783,40785.07844,75451.83187,15530.69781,6233.851733,39698.97491,11575,24953.956,29280.76405,12535.23798,10305,7316.728894,12349.02995,11187,5473.124501,25392.50473,2,34
158,15.247,84510.19,6.179,0.306,10.6369637,2,0,4766.038651,8808.089128,0,5443.331837,12200.51942,14576.86931,832.6320029,832.6742782,832.6742782,832.6742782,0,0,0,16168.4483,1346.280519,848.6329118,6470.193163,4884.588228,2828.838889,10263.81163,10154.10994,19589.49426,1979.567163,4974.378691,17411.11129,3532.885761,10283.12601,6515.949812,1648.984855,6953.811269,4990.453158,3318.725615,7564.369397,2435.63402,4976.553695,5,31
159,14.405,85072.355,4.368,0.076,5.5,4,14406.77544,41959.30484,29159.11324,0,6391.154229,8877.343005,41450.96437,13261.75145,34894.3693,5791.249396,11178.48565,0,24251.24692,34974.36448,13983.65605,0,7978.544256,28766.98272,19449.30739,19811.86204,20752.93236,46094.31113,53896.98167,18344.50256,0,54186.10974,22758.95627,21841.76052,41011.86578,16421.62183,24128.83848,19265.72961,22490.97549,11503.03417,13712.87036,31761.28214,4,32
160,16.589,80439.5,3.754,0.045,4.408057851,5,3116.610759,0,0,3574.750316,0,0,0,0,0,0,0,0,3526.35015,0,0,0,0,0,0,0,0,0,2223.863303,0,0,2350,0,5533.536534,0,0,0,0,1314,0,0,3033,28,8
161,15.082,82625.5,5.569,0.293,4.887619048,3,44.35614979,15574.75331,7181.952873,6295.047349,3576.297602,19307.26757,19270.91056,10883.07216,0,7287.187905,7961.196225,5531.622093,0,0,18211.99446,0,2078.163046,13993.14395,10099.33848,10019.02006,18796.75762,13427.05606,42418.43017,8772.438739,13064.77082,26499.13752,19698.10463,16162.93035,23477.48034,5603.002246,10309.60793,5156.129304,1269.065834,6930.950958,2061.204238,8158.540888,4,32
162,14.557,85057,5.655,0.091,5.99408284,4,3592.376559,55544.68634,39564.26816,0,9420.398143,45024.6713,109442.3525,7357.805167,76797.30327,70922.88281,15219.3966,7073.512304,0,60166.36451,27894.07239,2636.126747,16476.64045,59748.15701,54216.96111,71716.26015,41120.64353,11280.63933,135702.8273,49583.25838,12733.85116,59090.81746,35874.89489,34113.70794,52734.05814,19409.62076,24275.44561,27479.96692,58082.68878,33355.57059,41086.15042,40541.77119,2,34
163,14.606,85038.071,5.019,0.154,4.064189189,4,8675.736229,8371.294349,33121.00239,8971.4348,162.7600555,28140.14444,61404.59169,10726.07187,32849.73211,38403.13857,33197.66827,23257.60998,6281.826327,34147.08182,70986.4706,848.6329117,41084.72425,32537.48341,37030.21078,33239.02196,40574.29781,18445.05116,53614.07426,48378.62932,41673.09882,72970.32395,50500.37664,29016.67639,53702.31208,12982.57703,26538.71591,21530.21688,29394.22324,33629.71463,33455.21059,40869.49856,0,36
164,14.691,85000.818,5.391,0.281,7.664932362,3,13516.93953,50322.27894,7176.111637,0,14369.52658,2206.60262,49794.06508,8762.230533,0,12238.5374,12434.39637,12271.31821,0,1728.520834,12824.06584,3537.374557,5467.3711,6580.215459,7425.430125,8602.072908,28740.53768,10594.7895,50078.91271,10630.47046,15560.85049,29547.78481,7855.643636,13965.50678,31359.38926,7467.615242,7926.109422,7210.991384,3528.035088,9197.806187,4572.633315,18222.80211,3,33
165,14.641,80644.568,6.127,0.298,11.54517611,3,15274.85602,29960.42044,0,0,3574.250582,0,64803.84301,13367.2122,0,22433.11533,26005.19104,12380.70191,0,6264.997278,28536.09354,0,0,0,1697.354315,12331.93357,38672.47602,26605.25,55634.57471,0,35275,55675,28975,20121.1841,29826.56187,4053.951917,16434,12870.68124,2915.29723,20250,2868.55712,16659,9,27
166,15.061,84851.483,5.343,0.247,6.745762712,3,7216.995738,30317.32629,39799.41465,21954.34809,9210.737693,37758.48061,91665.44188,1563.688024,16267.4109,22058.8674,16986.52802,0,0,31086.73244,23776.28723,0,3643.909971,25150.46549,21866.27532,25962.53555,10843.34504,14283.33856,55512.67858,35504.99179,18559.86486,54932.01825,30650.32031,27160.35234,39971.42316,11123.28554,13300.28265,22906.68627,30714.47066,5525.242856,25186.3141,30926.37261,3,33
167,16.421,80463.864,3.935,0.056,3.0433213,5,33284.75766,17978.17433,99960.53084,1415.078516,25432.79857,4461.546821,0,2171.142966,10735.13611,0,59153.39742,0,48944.23904,0,0,0,13397.67124,10499.8892,23110.36344,0,10288.61469,0,54542.61288,0,4375,29885.80073,70214.84533,0,48241.05544,19104.3664,0,5263.184523,38556.03645,33052.32529,12406.82487,61118.06241,11,25
168,14.607,80371.066,5.87,0.22,8.343514644,3,16564.84113,30810.63578,13424.21221,15833.93835,5125.102909,50345.3053,180619.4488,63794.48563,50002.88448,92997.73834,106930.9964,63497.71002,25049.9037,72027.99166,91643.66688,13423.14379,18614.08761,14157.6134,33065.32677,34405.83787,97249.25127,11906.54362,158065.3756,20921.93551,51808.18516,103290.5635,61215.45189,50814.16571,61963.23256,15954.87349,14103,17614.45458,26742.50333,35640.68061,22836.82122,19232.06485,0,36
